arpt_id,icao_id,arpt_name,rwy_id,lat_decimal,long_decimal,observation_time,wind_speed_kt,flight_category,raw_text
55G,,ARNOLD FLD,18/36,43.2978,-82.60786388,,,,
55H,,ATLANTA,16/34,43.81351083,-115.1350817,,,,
55I,,SLATE RUN,16/34,38.77752222,-81.31031941,,,,
55K,,OXFORD MUNI,17/35,37.26910833,-97.09335416,,,,
55M,,STAR CITY MUNI,18/36,33.92641666,-91.86111111,,,,
55S,,PACKWOOD,01/19,46.60416222,-121.6778997,,,,
55T,,EAGLES AERODROME,17/35,35.21447222,-101.4110278,,,,
55Y,,RUSHFORD MUNI/ROBERT W BUNKE FLD,16/34,43.815825,-91.830095,,,,
56C,,BOULDER CANYON,07/25,43.07568055,-85.26852361,,,,
56D,,WYANDOT COUNTY,18/36,40.88336858,-83.31453155,,,,
56F,,FISHER COUNTY,07/25,32.82430555,-100.4128333,,,,
56S,,SEASIDE MUNI,16/34,46.01499583,-123.9076575,,,,
57B,,ISLESBORO,01/19,44.30247222,-68.91058333,,,,
57C,,EAST TROY MUNI,08/26,42.79716666,-88.37261111,2023-12-27T22:35:00Z,3.0,VFR,K57C 272235Z AUTO 03003KT 10SM OVC065 02/M03 A2999 RMK AO2 T00211027
57D,,RAY COMMUNITY,01/19,42.73675155,-82.88883755,,,,
57S,,TROY,14/32,48.48022055,-115.9035067,,,,
58C,,JANA,18/36,42.87240277,-89.07556388,,,,
58J,,HUGGINS MEML,14/32,34.135575,-79.92141111,,,,
58M,,CLAREMONT,13/31,39.57416666,-75.86977777,,,,
58N,,REIGLE FLD,13/31,40.28676666,-76.5769875,,,,
58S,,WHITEFISH,11/29,48.40802,-114.2995761,,,,
58T,,HERITAGE CREEK AIRSTRIP,13/31,33.16602777,-97.47988888,,,,
59B,,NEWTON FLD,H1,45.63244416,-70.24749472,,,,
59M,,TORCHPORT,09/27,45.05486863,-85.35689663,,,,
5A1,,NORWALK-HURON COUNTY,10/28,41.24475,-82.55122222,,,,
5A2,,WARNER ROBINS AIR PARK,09/27,32.56063888,-83.67675,,,,
5A4,,OKOLONA MUNI/RICHARD STOVALL FLD,18/36,34.01580555,-88.72619444,,,,
5A6,,WINONA-MONTGOMERY COUNTY,03/21,33.46498777,-89.7302175,2023-12-27T22:35:00Z,0.0,VFR,K5A6 272235Z AUTO 00000KT 10SM OVC055 11/01 A2991 RMK AO2 T01130014
5A8,,ALEKNAGIK /NEW,15/33,59.28255555,-158.6178667,,,,
5A9,,ROOSEVELT MEML,18/36,32.9385,-84.69644444,,,,
5B1,,JOHN H BOYLAN STATE (ISLAND POND),14/32,44.78997222,-71.82641666,,,,
5B2,,SARATOGA COUNTY,05/23,43.05072222,-73.86163888,,,,
5B4,,BOWBELLS MUNI,08/26,48.80974944,-102.245445,,,,
5B5,,NAPOLEON MUNI,12/30,46.49426069,-99.75871186,,,,
5B6,,FALMOUTH AIRPARK,07/25,41.58558333,-70.54036111,,,,
5B7,,RENSSELAER COUNTY,18/36,42.69163888,-73.57997222,,,,
5B9,,DEAN MEML,01/19,44.08017283,-72.00775991,,,,
5BK,,BLACK RAPIDS,14/32,63.53514638,-145.8608861,,,,
5C1,,BOERNE STAGE AIRFIELD,17/35,29.72321902,-98.69455691,2023-12-27T22:35:00Z,5.0,VFR,K5C1 272235Z AUTO 35005KT 10SM CLR 16/M01 A3002 RMK AO1
5C8,,WASHBURN MUNI,08/26,47.35114888,-101.0258961,,,,
5CD,,CHANDALAR SHELF,01/19,68.06543944,-149.5797392,,,,
5D2,,NORTHWOOD MUNI,17/35,43.44877777,-93.20166666,,,,
5D5,,WOOLSEY MEML,09/27,45.16434686,-85.57547811,,,,
5D6,,PARSONS,09/27,40.64808055,-81.06952777,,,,
5D9,,BANDIT FLD AIRDROME,18/36,41.22394305,-82.95769055,,,,
5E9,,PACKER,09/27,40.40797638,-83.21936,,,,
5F0,,ARCADIA-BIENVILLE PARISH,14/32,32.53208333,-92.95277777,,,,
5F1,,POST-GARZA COUNTY MUNI,06/24,33.20330555,-101.3382222,,,,
5F4,,HOMER MUNI,12/30,32.7885,-93.00364416,,,,
5F5,,BLUEBIRD HILL,18/36,32.3446,-93.79989722,,,,
5G0,,LE ROY,10/28,42.98128138,-77.93524805,,,,
5G4,,EAU CLAIRE LAKES,18/36,46.34870491,-91.49652191,,,,
5G7,,BLUFFTON,05/23,40.88544444,-83.86863888,,,,
5G8,,GREENSBURG JEANNETTE RGNL,02/20,40.37633333,-79.60877777,,,,
5H4,,HARVEY MUNI,11/29,47.79122222,-99.93175,2023-12-27T22:35:00Z,6.0,VFR,K5H4 272235Z AUTO 32006KT 10SM CLR 01/M10 A3017 RMK AO2
5HO,,HOPE,17/35,60.90725277,-149.6228111,,,,
5I2,,FLORA MUNI,09/27,40.53975833,-86.54833305,,,,
5I4,,SHERIDAN,05/23,40.17815555,-86.21706944,,,,
5I6,,GALVESTON,18/36,40.584205,-86.25694027,,,,
5J5,,HOLLY HILL,04/22,33.301525,-80.39308055,,,,
5J9,,TWIN CITY,08/26,34.08841666,-78.86491666,,,,
5K0,,BRESSLER FLD,08/26,39.74413888,-101.5564722,,,,
5K1,,ZELMER MEML AIRPARK INC,18/36,39.4200475,-89.9912175,,,,
5K2,,TRIBUNE MUNI,17/35,38.45146333,-101.7500792,,,,
5K4,,SCHUY-RUSH,09/27,40.11754666,-90.59040527,,,,
5KS,,KASILOF,01/19,60.35052083,-151.2628564,,,,
5L0,,LAKOTA MUNI,15/33,48.02891666,-98.32575,,,,
5M0,,HARTSELLE/MORGAN COUNTY RGNL,18/36,34.40822222,-86.93294444,,,,
5M1,,DEWITT MUNI/WHITCOMB FLD,18/36,34.26227777,-91.3075,,,,
5M4,,FORDYCE MUNI,05/23,33.84579222,-92.36552888,,,,
5M5,,CRYSTAL LAKE,13/31,36.34361111,-94.44483333,,,,
5M6,,SUGAR SPRINGS AIRPARK,09/27,44.14037083,-84.436975,,,,
5M8,,GURDON LOWE FLD,08/26,33.92377777,-93.16813888,,,,
5MO,,APPLEGATE,16/34,40.39194583,-92.56477083,,,,
5N2,,PRENTICE,09/27,45.53833236,-90.27633486,,,,
5N4,,SKY HAVEN,12/30,46.626862,-97.62023219,,,,
5N7,,HAT FLD,08/26,43.09719055,-86.09461861,,,,
5N8,,CASSELTON ROBERT MILLER RGNL,13/31,46.85394444,-97.20786111,,,,
5NK,,NAKNEK,08W/26W,58.73466286,-157.0252104,,,,
5NN,PANO,NONDALTON,02/20,59.98023027,-154.8391747,,,,
5O1,,VICI MUNI,16/34,36.14105555,-99.30336111,,,,
5P2,,MC LAUGHLIN MUNI,13/31,45.7968175,-100.7842578,,,,
5P5,,PRESHO MUNI,10/28,43.90599722,-100.0366806,,,,
5QC,,QUARTZ CREEK / KOUGAROK,12/30,65.40593305,-164.6557247,,,,
5R1,,ROY WILCOX,12/30,31.45166688,-88.19442663,,,,
5R2,,OCEAN SPRINGS,18/36,30.38944444,-88.75344444,,,,
5R4,,FOLEY MUNI,18/36,30.42766666,-87.70097222,,,,
5R7,,ROY E RAY,18/36,30.45525,-88.21119444,,,,
5R8,,DE QUINCY INDUSTRIAL AIRPARK,16/34,30.44108333,-93.47361111,2023-12-27T22:35:00Z,8.0,VFR,K5R8 272235Z AUTO 30008KT 10SM CLR 17/M01 A2999 RMK AO2 T01661011
5S0,,OAKRIDGE STATE,09/27,43.75255555,-122.5045278,,,,
5S1,,GEORGE FELT,10/28,43.21544444,-123.4043889,,,,
5S2,,CRESCENT LAKE STATE,13/31,43.53279002,-121.9502589,,,,
5S4,,TOLEDO STATE,13/31,44.60102777,-123.9396111,,,,
5S5,,LAKE BILLY CHINOOK,16/34,44.51928472,-121.3206003,,,,
5S6,,CAPE BLANCO STATE,14/32,42.85802777,-124.5178056,,,,
5S9,,VALLEY VIEW,16/34,45.30817638,-122.3186964,,,,
5T4,,HERREID MUNI,12/30,45.84829166,-100.0739778,,,,
5T9,,MAVERICK COUNTY MEML INTL,13/31,28.85709277,-100.5134678,2023-12-27T22:35:00Z,12.0,VFR,K5T9 272235Z AUTO 31012G18KT 10SM CLR 20/M06 A3002 RMK A01
5U0,,DENTON,09/27,47.32086111,-109.9419167,,,,
5U1,,DUTTON,16/34,47.84719444,-111.6982778,,,,
5U5,,FAIRFIELD,18/36,47.63383333,-111.9811944,,,,
5U6,,FAIRVIEW,08/26,47.86252777,-104.0714167,,,,
5U7,,FORT SMITH LANDING STRIP,07/25,45.3207925,-107.9312219,,,,
5U8,,GERALDINE,08/26,47.596455,-110.2659133,,,,
5V4,,CALHAN,17/35,39.04830555,-104.293,,,,
5V5,,SHIPROCK AIRSTRIP,02/20,36.697665,-108.7009728,,,,
5V8,,KADOKA MUNI,04/22,43.83332611,-101.4970881,,,,
5W1,,WILSON CREEK,10/28,47.41848333,-119.1090833,,,,
5W4,,P K AIRPARK,04/22,35.01985972,-79.19100388,,,,
5W5,,TRIPLE W,16/34,35.62038888,-78.70027777,,,,
5Y0,,HARRISVILLE,03/21,44.66822222,-83.30511111,,,,
5Y1,,ALBERT J LINDBERG,09/27,46.03542916,-84.41769722,,,,
5Y2,,HOUGHTON LAKE STATE,16/34,44.33123611,-84.79098611,,,,
5Y3,,GUTZMER'S TWIN OAKS,18/36,42.85355555,-88.75980555,,,,
5Y4,,LOST CREEK,18/36,44.66001472,-84.23751194,,,,
5Y7,,HANLEY FLD,18/36,46.35411666,-86.62099027,,,,
5Z5,,KANTISHNA,10/28,63.54098611,-150.9950778,,,,
60C,,ELROY,06/24,43.70636138,-90.25762833,,,,
60F,,SEYMOUR MUNI,17/35,33.64851666,-99.26130555,,,,
60G,,SKYWAY ESTATES,08/26,42.58380833,-84.65148055,,,,
60J,,ODELL WILLIAMSON MUNI,06/24,33.90932,-78.43468555,,,,
60M,,SPENCER,01/19,42.2905,-71.96469444,,,,
60R,,NAVASOTA MUNI,17/35,30.36713888,-96.11294444,2023-12-27T22:35:00Z,8.0,VFR,K60R 272235Z AUTO 34008KT 10SM CLR 15/01 A3001 RMK AO2 SLP080 T01490014 $
61A,,CAMDEN MUNI,18/36,31.97975,-87.33911111,,,,
61C,,FORT ATKINSON MUNI,03/21,42.96320277,-88.81762805,,,,
61D,,PLAINWELL MUNI,01/19,42.467791,-85.64801344,,,,
61K,,SEDAN CITY,12/30,37.14838527,-96.18526972,,,,
61R,,NEWTON MUNI,14/32,30.88405555,-93.74247222,,,,
61S,,COTTAGE GROVE STATE,15/33,43.80407052,-123.0321162,,,,
62C,,CINDY GUNTLY MEML,18/36,42.81138886,-88.09408933,,,,
62D,,WARREN,04/22,41.26702777,-80.92736111,,,,
62K,,SENECA MUNI,18/36,39.84761111,-96.11691666,,,,
62S,,CHRISTMAS VALLEY,07/25,43.23625,-120.6646944,,,,
63B,,LIMINGTON-HARMON,11/29,43.76302777,-70.67247222,,,,
63C,,ADAMS COUNTY LEGION FLD,15/33,43.96058808,-89.78864444,,,,
63F,,STANTON MUNI,16/34,32.17358305,-101.8224722,,,,
63K,,HILLSIDE,17/35,38.82125,-94.60952777,,,,
63M,,HERMANN MUNI,07/25,38.70516805,-91.49055416,,,,
63S,,COLVILLE MUNI,01/19,48.5441693,-117.8835256,2023-12-27T22:35:00Z,0.0,VFR,K63S 272235Z AUTO 00000KT 10SM FEW120 M00/M01 A3006 RMK A01
63Y,,TYLER MUNI,14/32,44.28829027,-96.15095555,,,,
64G,,PAGE RGNL,17/35,47.17019444,-97.48191666,,,,
64I,,LEE BOTTOM,18/36,38.63144166,-85.44341944,,,,
64S,,PROSPECT STATE,02/20,42.74258333,-122.4889722,,,,
64V,,WALLACE MUNI,13/31,40.83222444,-101.1640447,,,,
65B,,LUBEC MUNI,08/26,44.83655555,-67.02697222,,,,
65G,,MAPLE GROVE,18/36,42.71805822,-84.06068027,,,,
65J,,WRENS MEML,11/29,33.22277777,-82.3845,,,,
65S,,BOUNDARY COUNTY,02/20,48.72597222,-116.2951667,2023-12-27T22:35:00Z,0.0,VFR,K65S 272235Z AUTO 00000KT 10SM CLR 01/M02 A3010 RMK AO2
66B,,GILLESPIE FLD,16/34,45.02962222,-67.36596666,,,,
66G,,WM 'TINY' ZEHNDER FLD,09/27,43.31435833,-83.71006388,,,,
66R,,ROBERT R WELLS JR,15/33,29.64151111,-96.51595555,2023-12-27T22:35:00Z,5.0,VFR,K66R 272235Z AUTO 36005KT 10SM CLR 17/01 A3003 RMK AO2 T01700014
66S,,CAVANAUGH BAY,15/33,48.51866666,-116.8221944,,,,
66V,,BLUFF,03/21,37.255,-109.6330278,,,,
66Y,,DIAMONDHEAD,18/36,30.36297944,-89.38765416,,,,
67L,,MESQUITE,02/20,36.83313888,-114.0558889,,,,
67R,,RIO GRANDE CITY MUNI,16/34,26.42428333,-98.84608055,,,,
67S,,PRIEST LAKE USFS,14/32,48.574,-116.9585833,,,,
67T,,OLD HOPPE PLACE,16/34,27.79970555,-97.85090277,,,,
68C,,CENTRAL COUNTY,12/30,44.50477475,-89.02573813,,,,
68D,,REDS HORSE RANCH USFS,14/32,45.34455972,-117.6264833,,,,
68F,,TEAGUE MUNI,15/33,31.66175,-96.3105,,,,
68R,,HAMP,09/27,43.39948611,-84.80124305,,,,
68S,,DAVENPORT,06/24,47.65206027,-118.1737731,,,,
68Y,,WELLS MUNI,17/35,43.74122083,-93.777175,,,,
69G,,RICHMOND FLD,18/36,42.44208333,-84.06436111,,,,
69K,,WAMEGO MUNI,18/36,39.19785833,-96.25894027,,,,
69N,,SLATINGTON,01/19,40.76359405,-75.60485241,,,,
69S,,AVEY FLD,17/35,48.99837944,-118.2225986,,,,
69V,,HUNTINGTON MUNI,08/26,39.36122472,-110.9169806,,,,
6A1,,BUTLER MUNI,01/19,32.56823583,-84.2466875,2023-12-27T22:35:00Z,4.0,VFR,K6A1 272235Z AUTO 29004KT 10SM CLR 14/04 A2990 RMK AO2 T01390039
6A2,,GRIFFIN-SPALDING COUNTY,14/32,33.22697222,-84.27494444,2023-12-27T22:35:00Z,7.0,VFR,K6A2 272235Z AUTO 29007KT 10SM CLR 13/04 A2988 RMK AO2
6A4,,JOHNSON COUNTY,06/24,36.41784527,-81.82513388,,,,
6A6,,KIMBALL MUNI,13/31,43.75833166,-98.97814833,,,,
6A8,PFAL,ALLAKAKET,05/23,66.55183333,-152.6221667,,,,
6AK,,RAINY PASS LODGE,11/29,62.08414194,-152.7175247,,,,
6B0,,MIDDLEBURY STATE,01/19,43.98647194,-73.09555166,2023-12-27T22:35:00Z,0.0,IFR,K6B0 272235Z AUTO 00000KT 1SM -DZ OVC018 07/05 A3001 RMK AO2 P0001 T00700047
6B4,,FRANKFORT-HIGHLAND,13/31,43.01610694,-75.16954166,,,,
6B6,,MINUTE MAN AIR FLD,12/30,42.46038541,-71.51801188,,,,
6B9,,SKANEATELES AERO DROME,04/22,42.91395972,-76.44076416,2023-12-27T22:35:00Z,0.0,MVFR,K6B9 272235Z AUTO 00000KT 4SM -RA BKN014 BKN035 OVC048 10/10 A2989 RMK AO2
6CM,,CHAPMAN MEML FLD,09/27,40.29545,-82.72997222,,,,
6D1,,BROOTEN MUNI/JOHN O BOHMER FLD,15/33,45.49751333,-95.10261916,,,,
6D3,,MADDOCK MUNI,12/30,47.9802625,-99.52695972,,,,
6D6,,GREENVILLE MUNI,10/28,43.14213888,-85.25386111,,,,
6D7,,DESHLER MUNI LANDING STRIP,09/27,41.21544444,-83.87086944,,,,
6D9,,IOSCO COUNTY,08/26,44.31283333,-83.42230555,,,,
6E5,,WILDER,16/34,44.4330475,-97.55816,,,,
6F1,,TALIHINA MUNI,01/19,34.70777138,-95.07378583,,,,
6F7,,MANNING FLD,07/25,32.827,-94.35452777,,,,
6G1,,TITUSVILLE,01/19,41.60880555,-79.74133333,,,,
6G4,,WYNKOOP,06/24,40.36506222,-82.49571805,,,,
6G5,,BARNESVILLE-BRADFIELD,09/27,40.00241666,-81.19183333,,,,
6G6,,COVE VALLEY,04/22,40.45451694,-78.23806638,,,,
6G8,,BROOKLYN,01/19,42.09421527,-84.24095138,,,,
6H4,,VAN WAGNEN,09/27,42.15576388,-84.33431944,,,,
6H8,,HAZELTON MUNI,17/35,46.48221666,-100.2637333,,,,
6I2,,LEBANON SPRINGFIELD-GEORGE HOERTER FLD,11/29,37.63347694,-85.24183805,2023-12-27T22:35:00Z,0.0,VFR,K6I2 272235Z AUTO 00000KT 10SM FEW085 08/04 A2985 RMK AO2
6I4,,BOONE COUNTY,18/36,40.00726361,-86.44055527,,,,
6J0,,LEXINGTON COUNTY,18/36,33.79463888,-81.24586111,,,,
6J2,,ST GEORGE,05/23,33.1955,-80.50847222,,,,
6J4,,SALUDA COUNTY,01/19,33.92679305,-81.79462777,,,,
6J6,,EDGEFIELD COUNTY,15/33,33.73686111,-81.81875,,,,
6J7,,BRANHAMS,16/34,34.28152777,-79.92761111,,,,
6J8,,OAK TREE LANDING,09/27,29.72026388,-82.66520833,,,,
6K2,,SHELBY COUNTY,17/35,39.81256666,-92.05021666,,,,
6K3,,CREIGHTON MUNI,13/31,42.47127777,-97.88475,,,,
6K4,,FAIRVIEW MUNI,17/35,36.29119444,-98.47580555,,,,
6K5,,SISTERS EAGLE AIR,02/20,44.30445833,-121.5390972,,,,
6K7,,GRUNDY CENTER MUNI,17/35,42.35055972,-92.84161388,,,,
6K8,PFTO,TOK JUNCTION,08/26,63.3295143,-142.953684,,,,
6K9,,KEOSAUQUA MUNI,06/24,40.73475,-91.94878305,,,,
6L3,,LISBON MUNI,03/21,46.44697333,-97.72821555,,,,
6L4,,LOGAN COUNTY,06/24,37.85568611,-81.91588333,,,,
6L5,,WISHEK MUNI,14/32,46.24962916,-99.53965833,,,,
6M0,,HAZEN MUNI DAVID DUCH FLD,18/36,34.75921388,-91.63804583,,,,
6M2,,HORSESHOE BEND,13/31,36.22136138,-91.75547388,,,,
6M6,,LEWIS COUNTY RGNL,18/36,40.12917638,-91.67826944,,,,
6M7,,MARIANNA/LEE COUNTY-STEVE EDWARDS FLD,18/36,34.78275,-90.80997222,,,,
6M8,,MARKED TREE MUNI,18/36,35.53309027,-90.40008888,,,,
6P3,,WAUNAKEE,09/27,43.17872944,-89.45128416,,,,
6P7,,MCVILLE,14/32,40.7345625,-79.59564583,,,,
6R1,,WELSH,07/25,30.24185455,-92.83073833,,,,
6R3,,CLEVELAND MUNI,16/34,30.35644444,-95.00802777,2023-12-27T22:35:00Z,4.0,VFR,K6R3 272235Z AUTO 33004KT 10SM CLR 17/00 A3001 RMK AO2 T01720000
6R5,,ALVIN AIRPARK,12/30,29.41475,-95.28891666,,,,
6R6,,TERRELL COUNTY,13/31,30.04647222,-102.2131667,2023-12-27T21:51:00Z,11.0,VFR,K6R6 272151Z AUTO 35011KT 16/M03 A3010 RMK AO1 SLP181 T01561033
6R7,,OLD HARBOR,03/21,57.21830555,-153.2698319,,,,
6S0,,BIG TIMBER AT HOWARD FLD,18/36,45.80647725,-109.9782566,2023-12-27T22:35:00Z,12.0,VFR,K6S0 272235Z AUTO 25012KT 10SM CLR 05/M11 A3014 RMK A01
6S1,,BRIDGER MUNI,16/34,45.29161388,-108.9256989,,,,
6S2,,FLORENCE MUNI,15/33,43.98281833,-124.1113672,2023-12-27T22:35:00Z,3.0,VFR,K6S2 272235Z AUTO VRB03G10KT 10SM BKN036 BKN065 BKN080 12/12 A2978 RMK AO2
6S3,,WOLTERMANN MEML,10/28,45.63052388,-109.239215,,,,
6S4,,DAVIS,07/25,44.74588888,-122.4213889,,,,
6S6,,POWERS,13/31,42.86936111,-124.0590278,,,,
6S8,,LAUREL MUNI,14/32,45.70517822,-108.7607711,2023-12-27T22:40:00Z,14.0,VFR,K6S8 272240Z AUTO 20014KT 10SM 03/M08 A3017 RMK A01 LAUREL
6S9,,STEHEKIN STATE,13/31,48.34577777,-120.7208056,,,,
6U5,,HINSDALE,16/34,48.38802055,-107.0832889,,,,
6U6,,HOGELAND,07/25,48.86013888,-108.6609444,,,,
6U7,,HYSHAM,07/25,46.29347222,-107.1933056,,,,
6V0,,EDGEMONT MUNI,16/34,43.295,-103.8429806,,,,
6V4,,WALL MUNI,12/30,43.99922222,-102.2535,,,,
6V5,,BISON MUNI,11/29,45.51833333,-102.4678333,,,,
6W0,,WADE F MALEY FLD,05/23,39.40611111,-80.27686111,,,,
6W4,,YANCEYVILLE MUNI,04/22,36.39977777,-79.39269444,,,,
6X0,,TARRANT FLD,12/30,32.0975,-95.29486111,,,,
6X8,,VULTURES ROW,18/36,33.34,-97.10305555,,,,
6Y0,,MOORESTOWN AIRPARK,09/27,44.46298322,-84.99659808,,,,
6Y1,,BOIS BLANC ISLAND,10/28,45.76629766,-84.50381394,,,,
6Y3,,NORTH FOX ISLAND,07/25,45.48209722,-85.78083333,,,,
6Y4,,VAN EFFEN FLD,12/30,46.0520625,-87.25829027,,,,
6Y5,,TWO HEARTED AIRSTRIP,07/25,46.69334583,-85.42209583,,,,
6Y6,,ST HELEN,18/36,44.36800347,-84.40215555,,,,
6Y8,,WELKE,09/27,45.72129261,-85.51972622,,,,
6Y9,,PRICKETT-GROOMS FLD,10/28,46.50865277,-88.70584722,,,,
6Z6,,NASH FLD INDIANOLA,18/36,41.30385277,-93.56749027,,,,
70D,,TITUS FLD,09/27,39.49888888,-79.85313888,,,,
70J,,CAIRO-GRADY COUNTY,13/31,30.88797222,-84.15472222,,,,
70S,,MEAD FLYING SERVICE,16/34,47.78718666,-117.3581828,,,,
70T,,FAIRVIEW,17/35,33.09444444,-97.42722222,,,,
71J,,OZARK/BLACKWELL FLD,13/31,31.431812,-85.62053391,,,,
71K,,WESTPORT,17/35,37.64769444,-97.38369444,,,,
71N,,SUNBURY,05/23,40.89175194,-76.77885333,,,,
72F,,THROCKMORTON MUNI,17/35,33.18000416,-99.1497625,,,,
72K,,WESTPORT AUXILIARY,17/35,37.60422222,-97.35886111,,,,
72S,,ROSALIA MUNI,02/20,47.23656783,-117.4213786,,,,
73C,,LANCASTER MUNI,18/36,42.78252777,-90.68108333,,,,
73F,,WINGS FOR CHRIST INTL FLIGHT ACADEMY,16/34,31.62377638,-97.0224975,,,,
73S,,WILLARD FLD,04/22,47.23553388,-117.0437497,,,,
74N,,BENDIGO,05/23,40.55899583,-76.5597125,,,,
74P,,CALVADA MEADOWS,H1,36.27205925,-115.9952593,,,,
74R,,HORIZON,11/29,29.28458333,-98.49830555,,,,
74S,,ANACORTES,18/36,48.49850694,-122.6624681,,,,
74T,,HICKS,17/35,33.18301111,-97.2546125,,,,
74V,,ROOSEVELT MUNI,07/25,40.27841388,-110.0513772,2023-12-27T22:35:00Z,5.0,VFR,K74V 272235Z AUTO VRB05KT 10SM CLR M02/M12 A3033 RMK AO2
75C,,OROGRANDE,01/19,45.72944444,-115.5277778,,,,
75G,,ROSSETTIE,18/36,42.19509722,-84.03086111,,,,
75J,,TURNER COUNTY,17/35,31.68761111,-83.63294444,,,,
75K,,BETHANY MEML,03/21,40.27683333,-94.00741666,,,,
76F,,VAN ZANDT COUNTY RGNL,17/35,32.68141666,-95.98413888,,,,
76G,,MARINE CITY,04/22,42.72137916,-82.59626527,,,,
76N,,SKYHAVEN,01/19,41.52816388,-75.94588055,,,,
76T,,BISHOP,17/35,33.26916666,-97.45186111,,,,
76V,,THOMAS MEML,16/34,42.52002777,-105.0200278,,,,
76Z,,NAKEEN,04/22,58.927605,-157.0471522,,,,
77F,,WINTERS MUNI,17/35,31.94719419,-99.98585005,,,,
77G,,MARLETTE TOWNSHIP,01/19,43.31183305,-83.09092027,,,,
77S,,HOBBY FLD,16/34,43.93075,-123.0066667,,,,
78A,,SWAN CREEK,02/20,36.20235638,-80.86812722,,,,
78I,,PAM'S PLACE,10/28,39.50164722,-86.6885018,,,,
78R,,SAN AUGUSTINE COUNTY,17/35,31.54043055,-94.17006666,,,,
78Y,,RANKIN,17/35,40.33169444,-94.83469444,,,,
79C,,BRENNAND,18/36,44.15998416,-88.55955472,,,,
79D,,PHILIPPI/BARBOUR COUNTY RGNL,08/26,39.16619027,-80.06234861,,,,
79J,,SOUTH ALABAMA RGNL AT BILL BENTON FLD,11/29,31.30836111,-86.39222222,2023-12-27T21:56:00Z,,VFR,K79J 272156Z AUTO 10SM CLR 14/05 A2993 RMK AO2 SLP133 T01440050 TSNO $
79S,,FORT BENTON,05/23,47.84418888,-110.6368611,,,,
7A0,,GREENSBORO MUNI,18/36,32.68154027,-87.66206916,,,,
7A3,,LANETT RGNL,06/24,32.81184305,-85.22948527,,,,
7A5,,ROANOKE MUNI ENLOE,12/30,33.12967777,-85.37221527,,,,
7A6,,STEVENSON,05/23,34.88627638,-85.80328888,,,,
7A8,,AVERY COUNTY/MORRISON FLD,17/35,35.94536111,-81.99622222,,,,
7AK,PAUT,AKUTAN,09/27,54.14461111,-165.6041083,,,,
7B2,,NORTHAMPTON,14/32,42.32800972,-72.61124027,,,,
7B3,,HAMPTON AIRFIELD,02/20,42.96126805,-70.83015416,,,,
7B4,,MILLER FARM LANDING STRIP,09/27,39.88450805,-82.58905111,,,,
7B6,,SKYLARK AIRPARK,10/28,41.92841666,-72.57638888,,,,
7B9,,ELLINGTON,01/19,41.92541666,-72.45711111,,,,
7C5,,SIG FLD,18/36,41.54828888,-92.53458333,,,,
7D3,,BALDWIN MUNI,09/27,43.87553563,-85.8420825,,,,
7D8,,GATES,08/26,41.35116583,-81.09954138,,,,
7D9,,GERMACK,01/19,41.77783222,-80.90397972,,,,
7F3,,CADDO MILLS MUNI,13/31,33.03622222,-96.24313888,,,,
7F5,,CANTON-HACKNEY,18/36,32.586245,-95.86274361,,,,
7F7,,CLIFTON MUNI/ISENHOWER FLD,14/32,31.81713333,-97.56956944,,,,
7G0,,LEDGEDALE AIRPARK,10/28,43.18119444,-77.9155,,,,
7G1,,HERRON,01/19,40.53311111,-80.54111111,,,,
7G2,,MC CLUSKY MUNI,13/31,47.46204722,-100.4872292,,,,
7G8,,GEAUGA COUNTY,11/29,41.44959555,-81.06293444,,,,
7G9,,CANTON MUNI,18/36,43.309,-96.57121666,,,,
7I2,,REESE,09/27,40.15523888,-85.31894583,,,,
7I4,,ORLEANS,06/24,38.65838694,-86.44304416,,,,
7K5,,KENMARE MUNI,08/26,48.6676125,-102.0480028,,,,
7K7,,GRAHAM FLD,15/33,42.5395,-96.48477777,,,,
7K8,,MARTIN FLD,14/32,42.45517777,-96.47216666,,,,
7KA,PAKA,TATITLEK,13/31,60.87238888,-146.6911667,,,,
7L2,,LINTON MUNI,09/27,46.22064088,-100.2456239,2023-12-27T22:35:00Z,6.0,VFR,K7L2 272235Z AUTO 31006KT 10SM CLR M00/M00 A3016 RMK AO2
7L8,,POST-AIR,10/28,39.75004277,-86.01387111,,,,
7M1,,MC GEHEE MUNI,18/36,33.62022111,-91.36484055,,,,
7M2,,MOUNTAIN VIEW WILCOX MEML FLD,09/27,35.86448027,-92.09033861,,,,
7M3,,BEARCE,08/26,34.52908111,-93.52942416,,,,
7M4,,OSCEOLA MUNI,01/19,35.69113888,-90.01011111,,,,
7M5,,OZARK/FRANKLIN COUNTY,04/22,35.51069583,-93.8393075,,,,
7M6,,PARIS MUNI,03/21,35.29911527,-93.68161388,,,,
7M7,,PIGGOTT MUNI,18/36,36.37820555,-90.16624166,,,,
7M8,,RECTOR,18/36,36.25006305,-90.31954555,,,,
7M9,,SALEM,02/20,36.35590805,-91.83095472,,,,
7MI,,FLUGPLATZ,09/27,43.34174305,-82.54828472,,,,
7N1,,CORNING-PAINTED POST,13/31,42.18010027,-77.12170194,,,,
7N4,,RAYMOND L KUSSMAUL JR MEML,18/36,42.07775,-83.98602361,,,,
7N7,,OLDMANS TOWNSHIP,07/25,39.73556333,-75.39772111,,,,
